Name,Open,Close
Celsius,5.866648197174072,5.923342227935791
IOTA,1.0427169799804688,1.0135109424591064
Axie Infinity,73.68887329101562,74.77200317382812
chainlink,26.04,25.72
PAX Gold,1822.7208251953125,1821.3150634765625
Hedera,0.2540949881076813,0.2608839869499206
bitcoin cash,635.97,646.48
Kava,8.160792350769043,8.657285690307617
Elrond,141.037841796875,140.74649047851562
Helium,22.797870635986328,23.57416534423828
Internet Computer,62.76066589355469,65.0280532836914
STEPN,9.369864463806152,9.35696792602539
xrp,1.19129,1.14492
Theta Network,6.95447301864624,6.912473201751709
Bitcoin Gold,69.49895477294922,77.4339828491211
Gnosis,299.32391357421875,292.39581298828125
near protocol,5.315,5.712
Synthetix,12.245244026184082,11.978854179382324
monero,315.037,300.314
eCash,9.40000027185306e-05,0.0001570000022184
Flow,22.166019439697266,21.987194061279297
KuCoin Token,13.344459533691406,13.563091278076172
Celo,4.163629055023193,4.593889236450195
Zilliqa,0.1128389984369278,0.1131839975714683
Convex Finance,7.002458095550537,6.478514194488525
solana,87.897,93.817
Holo,0.0140479998663067,0.0151310004293918
BitTorrent (New),0.0042869998142123,0.0041999998502433
Waves,24.67637252807617,25.348745346069336
uniswap,27.43,26.8
Neutrino USD,1.0006569623947144,0.9995350241661072
Quant,195.5912170410156,194.37957763671875
polkadot,26.524,25.952
ethereum classic,64.0815,64.1793
Loopring,0.4978469908237457,0.5503469705581665
Aave,372.9949340820313,366.9682922363281
Zcash,152.33831787109375,150.48597717285156
The Sandbox,0.7104529738426208,0.7605599761009216
Basic Attention Token,0.8451420068740845,0.8176000118255615
dogecoin,0.289669,0.271453
Klaytn,1.7443510293960571,1.6502209901809692
Binance USD,0.9999639987945556,0.9999539852142334
Kusama,306.1820678710937,304.89923095703125
Shiba Inu,7.000000096013537e-06,7.000000096013537e-06
Neo,55.52012634277344,54.53667831420898
unus sed leo,2.9858,2.9934
cosmos,20.4457,21.3181
NEM,0.199875995516777,0.1953790038824081
Lido DAO,6.071691036224365,6.082629203796387
Decentraland,0.930428981781006,0.9232230186462402
Cronos,0.1568839997053146,0.1559530049562454
stellar,0.35733,0.34759
Algorand,1.0661139488220217,1.036795973777771
Arweave,38.53634643554688,47.27486038208008
EOS,5.090341091156006,4.998863220214844
PancakeSwap,26.134057998657227,25.45854949951172
Mina,2.963104009628296,2.914606094360352
Curve DAO Token,2.1836259365081787,2.0937530994415283
Bitcoin SV,161.7786102294922,177.19967651367188
tether,1.0006,1.0006
Decred,179.07078552246094,173.8751220703125
Pax Dollar,1.000010967254639,1.0000669956207275
THORChain,10.379725456237791,9.95388126373291
polygon,1.517,1.457
ethereum,3273.78,3243.9
Bitcoin BEP2,48269.0,48787.32421875
VeChain,0.1282150000333786,0.1231189966201782
1inch,3.2150890827178955,3.2842159271240234
Fei USD,0.9929310083389282,0.994346022605896
litecoin,176.13,175.46
Qtum,12.87425422668457,12.598847389221191
Trust Wallet Token,0.8999069929122925,0.8832190036773682
bitcoin,49062.8,48897.1
cardano,2.946,2.8467
Stacks,1.4311269521713257,1.417191982269287
Dash,242.52386474609372,236.49534606933597
Enjin Coin,2.0037429332733154,2.0573630332946777
usd coin,0.9994,0.9994
Tezos,5.2435078620910645,5.625830173492432
Huobi Token,14.368988990783691,14.34010410308838
Nexo,1.9310970306396484,1.9132790565490725
ftx token,49.4881,51.1603
dai,0.9997,1.0007
TrueUSD,0.9999459981918336,1.000048041343689
tron,0.088285,0.088254
Fantom,0.4923639893531799,0.522616982460022
BNB,494.6706237792969,486.1969299316406
Chiliz,0.37813600897789,0.3684250116348266
Filecoin,75.22450256347656,73.95093536376953
Gala,0.0313020013272762,0.0299440007656812
Maker,3752.0244140625,3608.772216796875
OKB,20.875673294067383,20.49781990051269
avalanche,50.11,50.12
