Date,Celsius,IOTA,Axie Infinity,chainlink,PAX Gold,Hedera,bitcoin cash,Kava,Elrond,Helium,Internet Computer,STEPN,xrp,Theta Network,Bitcoin Gold,Gnosis,near protocol,Synthetix,monero,eCash,Flow,KuCoin Token,Celo,Zilliqa,Convex Finance,solana,Holo,BitTorrent (New),Waves,uniswap,Neutrino USD,Quant,polkadot,ethereum classic,Loopring,Aave,Zcash,The Sandbox,Basic Attention Token,dogecoin,Klaytn,Binance USD,Kusama,Shiba Inu,Neo,unus sed leo,cosmos,NEM,Lido DAO,Decentraland,Cronos,stellar,Algorand,Arweave,EOS,PancakeSwap,Mina,Curve DAO Token,Bitcoin SV,tether,Decred,Pax Dollar,THORChain,polygon,ethereum,Bitcoin BEP2,VeChain,1inch,Fei USD,litecoin,Qtum,Trust Wallet Token,bitcoin,cardano,Stacks,Dash,Enjin Coin,usd coin,Tezos,Huobi Token,Nexo,ftx token,dai,TrueUSD,tron,Fantom,BNB,Chiliz,Filecoin,Gala,Maker,OKB,avalanche
2021-07-28,5.953806877136231,0.8389819860458374,45.68716049194336,19.06,1812.7509765625,0.1970050036907196,510.69,5.29931116104126,84.97123718261719,12.825875282287598,40.67322540283203,9.863073348999023,0.73159,5.798518180847168,46.95837020874024,187.80227661132807,2.2229,9.081829071044922,235.316,2.200000017182901e-05,18.220874786376957,9.484944343566896,2.620131015777588,0.0739300027489662,3.250525951385498,27.795,0.0089159999042749,0.0027920000720769,15.59510326385498,19.012,0.9971020221710204,98.89216613769533,14.523,49.1926,0.233036994934082,297.0692749023437,105.5471649169922,0.6795799732208252,0.5695639848709106,0.205078,1.0132750272750854,0.9999690055847168,187.7006683349609,6.000000212225132e-06,34.38220977783203,3.1081,11.5776,0.1610430032014846,1.9163529872894287,0.6901130080223083,0.121298000216484,0.26947,0.8424050211906433,11.13991928100586,3.900477886199951,14.899581909179688,1.3828680515289309,1.5390169620513916,134.2086944580078,1.0003,138.2799835205078,0.9998239874839784,4.656350135803223,1.017,2299.11,40051.33984375,0.0825629979372024,2.182684898376465,1.0019539594650269,139.9,6.612005233764648,0.3313399851322174,40003.2,1.2859,1.120985984802246,152.51478576660156,1.3263250589370728,0.9998,2.7982540130615234,10.779173851013184,1.7780749797821045,31.8902,1.0013,1.0000029802322388,0.060688,0.2268099933862686,313.4286499023437,0.2512489855289459,49.51724243164063,0.0282729994505643,2653.447998046875,17.7012996673584,12.28
2021-07-29,5.972962856292725,0.8479650020599365,44.219722747802734,19.37,1835.00390625,0.2042279988527298,538.59,5.2480549812316895,85.02037811279297,12.36453914642334,41.20916366577149,9.859198570251465,0.7482,6.033055782318115,46.91326522827149,187.1186370849609,2.2549,9.93747901916504,241.407,2.200000017182901e-05,18.275653839111328,9.668585777282717,2.724705934524536,0.075873002409935,3.4011449813842773,31.289,0.0088759995996952,0.0028170000296086,15.723204612731934,19.58,0.9968730211257936,134.3613739013672,15.25,49.3688,0.2395620048046112,311.39813232421875,107.74437713623048,0.6626780033111572,0.594310998916626,0.202081,1.0265029668807983,1.000040054321289,189.4849395751953,6.000000212225132e-06,35.1668701171875,2.7873,11.7756,0.1679749935865402,2.022408962249756,0.7053710222244263,0.1243399977684021,0.27224,0.8455179929733276,11.175810813903809,3.959455966949463,14.93101406097412,1.3648430109024048,1.6185740232467651,138.7794952392578,1.0002,143.38101196289062,0.9999709725379944,5.478874206542969,1.028,2380.93,40060.56640625,0.0824619978666305,2.240915060043335,1.0028719902038574,141.29,6.761837005615234,0.3511219918727875,40001.4,1.2832,1.1433830261230469,164.96051025390625,1.394534945487976,0.9999,2.8444390296936035,10.96937084197998,1.8122400045394895,32.5379,1.0014,0.999886989593506,0.061843,0.2492340058088302,316.7494506835937,0.2561579942703247,49.371131896972656,0.0248269997537136,2895.585693359375,18.22120857238769,12.43
2021-07-30,6.267168045043945,0.8441720008850098,43.33262634277344,22.25,1824.8564453125,0.2148379981517791,552.49,5.292564868927002,86.93451690673828,14.250572204589844,42.15314865112305,9.90403175354004,0.75161,5.9893951416015625,52.44985580444336,186.9962921142578,2.3225,9.631397247314451,242.249,3.300000025774352e-05,23.69502258300781,10.131820678710938,2.730168104171753,0.0806849971413612,3.722414970397949,32.297,0.0086909998208284,0.0028770000208169,16.269573211669922,20.908,0.9965689778327942,129.7205810546875,15.789,51.0718,0.2476339936256408,321.56524658203125,109.90162658691406,0.6562759876251221,0.6135590076446533,0.207947,1.0461820363998413,0.999912977218628,195.1804962158203,6.000000212225132e-06,41.76480484008789,3.0328,12.1328,0.1734340041875839,2.655121088027954,0.7203900218009949,0.1279139965772628,0.27955,0.8529030084609985,11.179027557373049,4.07029914855957,15.149310111999512,1.493062973022461,1.7005280256271362,141.61679077148438,1.0004,152.84866333007812,0.9999529719352722,6.337501049041748,1.066,2460.95,41979.0390625,0.0858459994196891,2.310947895050049,1.0070639848709106,145.58,7.220791816711426,0.3731530010700226,42203.4,1.3093,1.2400890588760376,165.60057067871094,1.4425029754638672,0.9995,2.9698150157928467,10.838364601135254,1.8721660375595093,35.0076,1.001,1.0000009536743164,0.063204,0.2536639869213104,322.90936279296875,0.2653670012950897,51.30790710449219,0.0217969994992017,2917.430419921875,18.681316375732425,12.97
2021-07-31,6.243934154510498,0.9341480135917664,42.6602897644043,22.68,1820.9815673828125,0.2143120020627975,545.73,5.252579212188721,86.10712432861328,13.803126335144045,41.718894958496094,9.911163330078123,0.74434,6.106616020202637,51.94942474365234,188.6783599853516,2.3988,10.155632972717283,239.607,3.5000000934815034e-05,23.992067337036133,10.269946098327637,2.764930009841919,0.0837749987840652,3.5375709533691406,36.792,0.0091249998658895,0.0028440000023692,16.566219329833984,21.746,0.9972100257873536,135.05857849121094,16.791,51.2645,0.2526539862155914,331.0182800292969,111.65145874023438,0.6396030187606812,0.6516079902648926,0.206627,1.0578550100326538,0.9997850060462952,198.2247314453125,6.000000212225132e-06,45.81549835205078,3.0607,12.5738,0.1764950007200241,3.529473066329956,0.7191920280456543,0.1298889964818954,0.28501,0.8412489891052246,11.758539199829102,4.0887451171875,16.0192928314209,1.653298020362854,1.7135820388793943,141.7531280517578,1.0002,156.38287353515625,0.9997239708900452,6.523444175720215,1.078,2532.19,41645.859375,0.0895859971642494,2.383902072906494,1.0037440061569214,144.691,8.01301383972168,0.3917500078678131,41553.7,1.3166,1.269423007965088,164.20956420898438,1.4446519613265991,0.9994,3.0447089672088623,10.919817924499512,1.877753973007202,35.1351,1.0014,0.9998840093612672,0.063921,0.255757987499237,333.5495910644531,0.2656910121440887,52.2002182006836,0.0254149995744228,2987.255126953125,19.44164085388184,13.51
2021-08-01,6.110260009765625,0.8762940168380737,37.94868469238281,22.1,1815.2591552734373,0.2061479985713958,526.71,5.251461982727051,87.18799591064453,13.128342628479004,40.91436767578125,9.868531227111816,0.72477,5.766233921051025,50.34939956665039,190.3148956298828,2.3944,9.48830795288086,236.235,3.300000025774352e-05,21.274641036987305,10.02486515045166,2.613656044006348,0.0798360034823417,3.3470330238342285,34.233,0.0105879995971918,0.0028570001013576,15.809539794921877,22.007,0.996300995349884,176.41822814941406,18.43,50.3207,0.2503730058670044,317.4993591308594,115.7019271850586,0.5902780294418335,0.6600090265274048,0.203542,1.0253939628601074,1.0001230239868164,206.9508209228516,6.000000212225132e-06,42.30730438232422,3.1341,12.3254,0.1693820059299469,3.985153913497925,0.6880130171775818,0.1242299973964691,0.27521,0.8141409754753113,11.52957820892334,3.945523977279663,16.025175094604492,1.5514709949493408,1.663684964179993,142.4174041748047,1.0006,149.74012756347656,1.0002050399780271,5.997118949890137,1.05,2556.23,40050.2890625,0.0859170034527778,2.32668399810791,1.010830044746399,140.35,7.345448017120361,0.3655320107936859,39878.3,1.3163,1.204416036605835,160.5591278076172,1.376731038093567,0.9999,2.957175970077514,10.74052619934082,1.8107019662857056,34.9343,1.0014,0.999983012676239,0.064058,0.2463739961385727,333.4840087890625,0.260888010263443,53.93782424926758,0.0228129997849464,2921.900634765625,19.40100860595703,12.86
2021-08-02,5.979165077209473,0.8994150161743164,40.20737838745117,23.48,1819.3931884765625,0.2092760056257248,543.4,5.746035099029541,104.48841857910156,13.534228324890137,40.20367813110352,9.901183128356934,0.73859,5.829615116119385,54.81612014770508,193.1766662597656,2.3539,9.502140998840332,232.692,4.5000000682193786e-05,22.18906021118164,9.92147159576416,2.6453919410705566,0.0818210020661354,3.2449100017547607,33.199,0.0096629997715353,0.0028890001121908,15.974278450012209,22.382,0.9965459704399108,156.8359832763672,18.006,51.3352,0.2528569996356964,320.7098083496094,115.45378875732422,0.6132169961929321,0.655705988407135,0.202657,1.032623052597046,1.000372052192688,205.35580444335935,6.000000212225132e-06,43.49583053588867,3.0966,12.4712,0.1698320060968399,3.706521987915039,0.691241979598999,0.1252949982881546,0.2743,0.8177760243415833,11.551560401916504,4.031493186950684,15.89516830444336,1.812198042869568,1.6278409957885742,145.9774932861328,1.0003,135.02902221679688,1.0002299547195437,7.3122639656066895,1.046,2608.04,39289.30078125,0.0861719995737075,2.3078949451446533,1.001935958862305,141.41,7.979806900024414,0.3921259939670563,39168.4,1.3086,1.2569570541381836,161.9168243408203,1.3880460262298584,1.0,3.1336541175842285,10.443413734436035,1.825590968132019,37.9906,1.0018,1.0003459453582764,0.064629,0.2509180009365082,331.1031188964844,0.2659330070018768,54.48331069946289,0.0197540000081062,2922.262451171875,19.05177879333496,13.0
2021-08-03,5.746362209320068,0.8479710221290588,38.25188446044922,23.94,1813.1934814453125,0.2143100053071975,538.36,6.079236030578613,97.88760375976562,13.109695434570312,38.4506721496582,9.811102867126465,0.71325,5.89776086807251,53.49821853637695,190.4609222412109,2.3364,9.026229858398438,225.832,4.400000034365803e-05,20.89606285095215,10.492927551269531,2.8249900341033936,0.0786229968070983,3.119481086730957,34.06,0.0093360003083944,0.0029200001154094,16.012115478515625,21.326,0.9956129789352416,166.52198791503906,17.36,49.4549,0.2406889945268631,307.9954528808594,113.73912048339844,0.5889390110969543,0.639752984046936,0.195388,1.0187289714813232,1.0003609657287598,200.8554229736328,6.000000212225132e-06,41.3251953125,3.0031,12.1229,0.1621939986944198,3.6029629707336426,0.6933320164680481,0.1194880008697509,0.27352,0.8167719841003418,10.924564361572266,4.015860080718994,16.237937927246094,1.894860029220581,1.5634349584579468,138.5284423828125,1.0003,126.53961944580078,1.0002399682998655,6.801009178161621,1.022,2506.65,38222.48828125,0.084936998784542,2.2162909507751465,0.9996219873428344,138.25,7.773937225341797,0.4275189936161041,38130.3,1.3648,1.3469220399856567,156.14639282226562,1.3517390489578247,1.0,3.045826911926269,10.151935577392578,1.701403021812439,35.9528,1.0011,1.000357985496521,0.06401,0.2375880032777786,322.74774169921875,0.2568190097808838,54.177982330322266,0.0180249996483325,2779.849365234375,17.433303833007812,12.55
2021-08-04,5.941825866699219,0.8761330246925354,43.82766342163086,24.19,1817.7257080078125,0.2178670018911361,545.43,6.114750862121582,102.4478530883789,13.242294311523438,39.31336212158203,9.774615287780762,0.73064,6.069622039794922,54.55635070800781,194.21188354492188,2.4543,9.65316677093506,245.127,4.999999873689376e-05,22.32666778564453,10.407381057739258,2.79561710357666,0.0812169983983039,3.0667660236358643,35.776,0.010161000303924,0.003175999969244,16.276823043823242,23.533,0.9972000122070312,178.4412841796875,19.152,51.6037,0.2522400021553039,338.7901306152344,118.00201416015624,0.6493769884109497,0.6691219806671143,0.200259,1.0794219970703125,1.000182032585144,214.86538696289065,6.000000212225132e-06,43.51950454711914,3.0024,12.808,0.1658490002155304,4.520403861999512,0.7257310152053833,0.1261660009622573,0.28049,0.8277810215950012,11.330931663513184,4.113351821899414,17.540878295898438,2.6425249576568604,1.6222070455551147,139.66531372070312,1.0001,136.2216033935547,1.0001720190048218,7.887730121612549,1.053,2725.29,39879.97265625,0.0884130001068115,2.343687057495117,1.001304030418396,142.588,7.998709201812744,0.4701319932937622,39736.9,1.3759,1.3637319803237915,161.3732147216797,1.40509295463562,1.0,3.1754519939422607,10.572047233581545,1.7827529907226562,37.8224,1.0013,1.000208020210266,0.067786,0.2449450045824051,334.9187927246094,0.2645840048789978,56.45480728149414,0.0203750003129243,2970.523681640625,18.70537376403809,13.69
2021-08-05,6.152788162231445,0.8806880116462708,42.62772750854492,24.06,1808.2391357421875,0.2191720008850097,548.57,6.029637813568115,108.94659423828124,13.169158935546877,41.993778228759766,9.780282020568848,0.73307,7.087611198425293,55.09611129760742,200.38917541503903,2.5029,10.56636905670166,252.821,7.100000220816582e-05,22.32036399841309,10.294493675231934,2.8286280632019043,0.0861430019140243,3.5223019123077397,37.433,0.017230000346899,0.0034380001015961,16.37070083618164,25.435,0.9954559803009032,173.9408721923828,19.121,52.4817,0.2562499940395355,373.052001953125,119.130859375,0.6374350190162659,0.6771889925003052,0.199786,1.08446204662323,0.999754011631012,215.9278717041016,6.000000212225132e-06,43.89201736450195,2.9902,13.025,0.1687529981136322,5.1238532066345215,0.7357360124588013,0.1299930065870285,0.28024,0.8512730002403259,11.531688690185549,4.189424991607666,17.460920333862305,2.286068916320801,1.7721049785614014,140.4652862548828,1.0004,138.89646911621094,0.9994270205497742,8.101577758789062,1.065,2827.21,40940.90625,0.0908219963312149,2.416954040527344,1.0036070346832275,143.36,8.138912200927734,0.4968380033969879,40867.2,1.3859,1.3403090238571167,164.4180145263672,1.4058079719543457,0.9996,3.2225069999694824,10.955886840820312,1.8139129877090452,39.8647,1.0007,0.9994670152664183,0.070136,0.2600449919700622,337.8738708496094,0.2658019959926605,57.84474182128906,0.0197839997708797,3278.27294921875,20.44576835632324,13.83
2021-08-06,6.210041046142578,0.9196230173110962,42.5443229675293,23.88,1772.1566162109375,0.2179539948701858,556.25,6.112290859222412,115.48894500732422,13.76227855682373,48.2376594543457,9.724467277526855,0.74695,6.8736982345581055,56.14804458618164,200.1384429931641,2.5191,10.179231643676758,262.869,6.0999998822808266e-05,22.468751907348636,10.43345069885254,2.9578819274902344,0.0909459963440895,4.045567989349365,39.471,0.0142139997333288,0.0038250000216066,16.657432556152344,26.148,0.9961619973182678,161.7629852294922,20.393,53.0701,0.265047013759613,369.715087890625,126.78365325927734,0.6358420252799988,0.6947590112686157,0.203313,1.190453052520752,0.9998660087585448,227.06570434570312,6.000000212225132e-06,44.40753173828125,3.0027,13.5825,0.1725109964609146,4.941557884216309,0.7500020265579224,0.1313360035419464,0.28456,0.8540189862251282,12.65239429473877,4.312002182006836,18.09498786926269,2.359812021255493,1.9212679862976076,145.24545288085938,1.0004,141.86215209960938,0.999925971031189,7.754809856414795,1.08,2889.43,42689.359375,0.0963060036301612,2.5122790336608887,1.0034589767456057,147.771,8.71956729888916,0.4993810057640075,42795.4,1.4011,1.3583940267562866,166.79278564453125,1.4425230026245115,0.9995,3.353322029113769,11.405000686645508,1.8619029521942136,41.1682,0.9998,1.0001319646835327,0.071873,0.2793030142784118,342.1369934082031,0.2892949879169464,64.12664794921875,0.0176149997860193,3250.062744140625,21.495302200317383,14.73
