Name,Open,Close,Risk
Celsius,5.946389198303223,5.923342227935791,0.06658752007764894
IOTA,0.8784120082855225,1.0135109424591064,0.011754836925682634
Axie Infinity,47.06333160400391,74.77200317382812,216.5000603671351
chainlink,19.52,25.72,5.905773790322579
PAX Gold,1809.179443359375,1821.3150634765625,706.2500182815463
Hedera,0.197965994477272,0.2608839869499206,0.0003442167294681929
bitcoin cash,501.87,646.48,3348.1900048387097
Kava,5.554740905761719,8.657285690307617,1.1017224609047866
Elrond,86.69949340820312,140.74649047851562,500.09041889411606
Helium,11.542684555053713,23.57416534423828,18.255403592914462
Internet Computer,41.072357177734375,65.0280532836914,119.14807623783172
STEPN,9.916824340820312,9.35696792602539,0.025382038922646583
xrp,0.64548,1.14492,0.047033201875705644
Theta Network,5.981566905975342,6.912473201751709,0.3318099182277621
Bitcoin Gold,47.21371078491211,77.4339828491211,65.63453144320479
Gnosis,189.96359252929688,292.39581298828125,1581.7499363793904
near protocol,2.2354,5.712,1.6066858817741931
Synthetix,9.369582176208496,11.978854179382324,1.9296353703447144
monero,225.864,300.314,674.6248351118949
eCash,2.300000051036477e-05,0.0001570000022184,6.376522253160992e-10
Flow,18.507545471191406,21.987194061279297,1.7789814575523533
KuCoin Token,9.554658889770508,13.563091278076172,1.44160844099727
Celo,2.668445110321045,4.593889236450195,0.1631234391670365
Zilliqa,0.0765260010957717,0.1131839975714683,0.00016840230651571882
Convex Finance,3.315340995788574,6.478514194488525,2.576376579514606
solana,27.991,93.817,384.4002017328628
Holo,0.0093099996447563,0.0151310004293918,6.2865828418646e-06
BitTorrent (New),0.0027920000720769,0.0041999998502433,4.6373235476001503e-07
Waves,15.113718032836914,25.348745346069336,15.94902847378171
uniswap,18.894,26.8,10.403236797379034
Neutrino USD,0.9999979734420776,0.9995350241661072,3.0600201632770826e-06
Quant,93.76803588867188,194.37957763671875,529.7751899289972
polkadot,14.366,25.952,15.789871931451618
ethereum classic,49.5674,64.1793,53.10753409354838
Loopring,0.2289970070123672,0.5503469705581665,0.00958826010372711
Aave,300.3594665527344,366.9682922363281,1307.7363267352703
Zcash,103.00598907470705,150.48597717285156,320.34797045135554
The Sandbox,0.6783239841461182,0.7605599761009216,0.0016408015416731346
Basic Attention Token,0.5724239945411682,0.8176000118255615,0.006847542404525685
dogecoin,0.204922,0.271453,0.001966761513016129
Klaytn,1.0055960416793823,1.6502209901809692,0.11568057744185467
Binance USD,0.9999409914016724,0.9999539852142334,5.01009171927173e-08
Kusama,185.78233337402344,304.89923095703125,2402.779030983304
Shiba Inu,6.000000212225132e-06,7.000000096013537e-06,9.828627756369169e-13
Neo,34.10834503173828,54.53667831420898,46.77498122756527
unus sed leo,2.8337,2.9934,0.003965206411290322
cosmos,11.7199,21.3181,11.707666972096776
NEM,0.1596260070800781,0.1953790038824081,0.0002958673784455317
Lido DAO,1.881155014038086,6.082629203796387,1.3908922122663256
Decentraland,0.6988670229911804,0.9232230186462402,0.006506930487006651
Cronos,0.1219559982419014,0.1559530049562454,0.00015170106384609883
stellar,0.26315,0.34759,0.0017773319483870968
Algorand,0.8571130037307739,1.036795973777771,0.012554526353387392
Arweave,9.935871124267578,47.27486038208008,91.57304998300582
EOS,3.75964093208313,4.998863220214844,0.33265068699973915
PancakeSwap,14.767780303955078,25.45854949951172,12.697053751830525
Mina,1.4328149557113647,2.914606094360352,0.39702497919018875
Curve DAO Token,1.572772979736328,2.0937530994415283,0.06765441957192148
Bitcoin SV,133.58193969726562,177.19967651367188,139.79267084567894
tether,1.0004,1.0006,2.515120967741382e-08
Decred,136.06637573242188,173.8751220703125,238.1256518459495
Pax Dollar,1.000038981437683,1.0000669956207275,7.047813876231708e-08
THORChain,4.002564907073975,9.95388126373291,2.9196045057287248
polygon,1.042,1.457,0.04514806048387097
ethereum,2300.21,3243.9,97916.25129989919
Bitcoin BEP2,39218.6328125,48787.32421875,11892350.276486304
VeChain,0.0841260030865669,0.1231189966201782,0.0003358781129484394
1inch,2.218575954437256,3.2842159271240234,0.17221552565886097
Fei USD,1.0078790187835691,0.994346022605896,4.192832164667641e-05
litecoin,134.747,175.46,282.05863909274194
Qtum,6.52057409286499,12.598847389221191,6.608060971452291
Trust Wallet Token,0.33542600274086,0.8832190036773682,0.04320478408488735
bitcoin,39450.4,48897.1,12322642.173377015
cardano,1.2804,2.8467,0.33606015032258063
Stacks,1.1632159948349,1.417191982269287,0.008810198269422502
Dash,146.28179931640625,236.49534606933597,1306.2053083251742
Enjin Coin,1.3550080060958862,2.0573630332946777,0.05355505880958059
usd coin,0.9999,0.9994,8.258064516129684e-08
Tezos,2.864759922027588,5.625830173492432,0.45489136737433095
Huobi Token,10.731504440307615,14.34010410308838,2.517978829036252
Nexo,1.719141960144043,1.9132790565490725,0.006852655324876416
ftx token,31.1434,51.1603,41.0505571348387
dai,1.0012,1.0007,7.677419354839013e-07
TrueUSD,0.9999160170555116,1.000048041343689,6.404701525760991e-08
tron,0.060204,0.088254,0.00011643330771673384
Fantom,0.2245240062475204,0.522616982460022,0.012854418302863
BNB,314.0551147460937,486.1969299316406,3772.2231489371516
Chiliz,0.2517639994621277,0.3684250116348266,0.002501081732200888
Filecoin,49.62643814086914,73.95093536376953,87.82907284896353
Gala,0.0253430008888244,0.0299440007656812,1.8756080789931668e-05
Maker,2690.50927734375,3608.772216796875,132649.78372192034
OKB,18.31273651123047,20.49781990051269,3.671739665846181
avalanche,11.92,50.12,205.56128780241934
